lid,year,x,y,event,trigger,area_ha
bg_30350,0,213639.1,2774141.2,BG,BG,0
bg_30351,0,208616.4,2741941.5,BG,BG,0
bg_30352,0,210508.0,2709307.8,BG,BG,0
bg_30353,0,276963.3,2770964.9,BG,BG,0
bg_30354,0,186195.9,2608237.6,BG,BG,0
bg_30355,0,337063.4,2674498.1,BG,BG,0
bg_30356,0,237562.8,2540016.3,BG,BG,0
bg_30357,0,301508.5,2575545.2,BG,BG,0
bg_30358,0,263230.3,2448952.6,BG,BG,0
bg_30359,0,345824.7,2799695.2,BG,BG,0
bg_30360,0,192932.3,2644841.4,BG,BG,0
bg_30361,0,176282.0,2536539.7,BG,BG,0
bg_30362,0,167600.7,2747475.1,BG,BG,0
bg_30363,0,310758.7,2702282.9,BG,BG,0
bg_30364,0,190962.4,2497413.1,BG,BG,0
bg_30365,0,312200.6,2786197.3,BG,BG,0
bg_30366,0,283074.1,2738975.6,BG,BG,0
bg_30367,0,255130.9,2648269.0,BG,BG,0
bg_30368,0,210442.3,2528888.9,BG,BG,0
bg_30369,0,265252.9,2442854.7,BG,BG,0
bg_30370,0,344933.0,2429080.7,BG,BG,0
bg_30371,0,209922.0,2722572.3,BG,BG,0
bg_30372,0,197194.4,2651870.3,BG,BG,0
bg_30373,0,172048.1,2782723.8,BG,BG,0
bg_30374,0,168800.4,2601073.7,BG,BG,0
bg_30375,0,284942.7,2582640.8,BG,BG,0
bg_30376,0,337027.3,2687798.9,BG,BG,0
bg_30377,0,293728.0,2734255.8,BG,BG,0
bg_30378,0,182961.0,2779149.4,BG,BG,0
bg_30379,0,166016.7,2483736.6,BG,BG,0
bg_30380,0,309511.0,2538989.6,BG,BG,0
bg_30381,0,286348.1,2614000.3,BG,BG,0
bg_30382,0,155527.6,2465677.8,BG,BG,0
bg_30383,0,159628.3,2479975.8,BG,BG,0
bg_30384,0,207765.9,2799124.8,BG,BG,0
bg_30385,0,225268.7,2763634.7,BG,BG,0
bg_30386,0,163268.7,2672402.2,BG,BG,0
bg_30387,0,175462.3,2477522.9,BG,BG,0
bg_30388,0,231910.2,2515921.6,BG,BG,0
bg_30389,0,194217.3,2577641.1,BG,BG,0
bg_30390,0,180966.6,2651630.0,BG,BG,0
bg_30391,0,181560.8,2796663.5,BG,BG,0
bg_30392,0,157687.4,2579088.9,BG,BG,0
bg_30393,0,220766.0,2559491.6,BG,BG,0
bg_30394,0,233740.2,2664250.1,BG,BG,0
bg_30395,0,278745.6,2717370.7,BG,BG,0
bg_30396,0,160882.7,2492064.5,BG,BG,0
bg_30397,0,346191.1,2587141.5,BG,BG,0
bg_30398,0,163556.6,2439409.4,BG,BG,0
bg_30399,0,332992.9,2790595.4,BG,BG,0
bg_30400,0,336062.8,2789226.2,BG,BG,0
bg_30401,0,327618.6,2603760.2,BG,BG,0
bg_30402,0,346171.1,2508783.8,BG,BG,0
bg_30403,0,252543.0,2620830.4,BG,BG,0
bg_30404,0,296743.5,2793668.8,BG,BG,0
bg_30405,0,306595.8,2592181.5,BG,BG,0
bg_30406,0,201491.1,2498230.3,BG,BG,0
bg_30407,0,168787.8,2459073.3,BG,BG,0
bg_30408,0,280700.6,2447265.9,BG,BG,0
bg_30409,0,286608.5,2752691.8,BG,BG,0
bg_30410,0,262375.9,2744413.4,BG,BG,0
bg_30411,0,290700.7,2573319.7,BG,BG,0
bg_30412,0,171593.6,2443781.8,BG,BG,0
bg_30413,0,295320.3,2739935.1,BG,BG,0
bg_30414,0,260390.2,2610467.9,BG,BG,0
bg_30415,0,248515.1,2545028.7,BG,BG,0
bg_30416,0,310956.5,2709295.3,BG,BG,0
bg_30417,0,222603.3,2644042.9,BG,BG,0
bg_30418,0,174153.6,2659614.7,BG,BG,0
bg_30419,0,236726.0,2509622.7,BG,BG,0
bg_30420,0,191487.8,2616972.0,BG,BG,0
bg_30421,0,161520.2,2666191.1,BG,BG,0
bg_30422,0,163669.0,2558339.8,BG,BG,0
bg_30423,0,165965.1,2746050.1,BG,BG,0
bg_30424,0,349325.8,2753550.5,BG,BG,0
bg_30425,0,303837.4,2423636.1,BG,BG,0
bg_30426,0,159868.4,2427073.6,BG,BG,0
bg_30427,0,332560.4,2688618.7,BG,BG,0
bg_30428,0,164134.9,2637085.4,BG,BG,0
bg_30429,0,208862.1,2585000.8,BG,BG,0
bg_30430,0,216360.4,2584659.5,BG,BG,0
bg_30431,0,218519.7,2644852.6,BG,BG,0
bg_30432,0,313616.2,2493602.1,BG,BG,0
bg_30433,0,239728.7,2421570.9,BG,BG,0
bg_30434,0,259470.0,2578445.0,BG,BG,0
bg_30435,0,339382.6,2444036.0,BG,BG,0
bg_30436,0,348592.3,2580748.0,BG,BG,0
bg_30437,0,191461.6,2451270.3,BG,BG,0
bg_30438,0,178629.4,2747004.7,BG,BG,0
bg_30439,0,277945.0,2485869.3,BG,BG,0
bg_30440,0,245113.6,2786631.8,BG,BG,0
bg_30441,0,189207.4,2794451.9,BG,BG,0
bg_30442,0,235557.5,2762509.1,BG,BG,0
bg_30443,0,172353.9,2749672.0,BG,BG,0
bg_30444,0,205562.3,2421568.6,BG,BG,0
bg_30445,0,168750.1,2475338.8,BG,BG,0
bg_30446,0,288452.7,2704082.6,BG,BG,0
bg_30447,0,328403.0,2763492.6,BG,BG,0
bg_30448,0,291736.0,2793100.6,BG,BG,0
bg_30449,0,351632.5,2468948.9,BG,BG,0
bg_30450,0,228316.2,2481700.8,BG,BG,0
bg_30451,0,197231.1,2470929.8,BG,BG,0
bg_30452,0,349051.5,2796882.1,BG,BG,0
bg_30453,0,196885.1,2473757.7,BG,BG,0
bg_30454,0,170548.9,2691835.4,BG,BG,0
bg_30455,0,315477.9,2586113.3,BG,BG,0
bg_30456,0,156288.9,2687844.1,BG,BG,0
bg_30457,0,251105.9,2799853.4,BG,BG,0
bg_30458,0,350913.9,2461636.7,BG,BG,0
bg_30459,0,261298.0,2496810.3,BG,BG,0
bg_30460,0,268792.4,2681285.6,BG,BG,0
bg_30461,0,259736.0,2492995.4,BG,BG,0
bg_30462,0,269156.2,2492906.3,BG,BG,0
bg_30463,0,220527.8,2611737.1,BG,BG,0
bg_30464,0,286063.9,2514858.1,BG,BG,0
bg_30465,0,333515.0,2698805.7,BG,BG,0
bg_30466,0,240217.2,2769033.6,BG,BG,0
bg_30467,0,324055.3,2621196.6,BG,BG,0
bg_30468,0,178584.0,2545884.1,BG,BG,0
bg_30469,0,275170.5,2467334.9,BG,BG,0
bg_30470,0,255185.2,2622836.7,BG,BG,0
bg_30471,0,296202.8,2501073.9,BG,BG,0
bg_30472,0,174329.8,2606799.8,BG,BG,0
bg_30473,0,189932.9,2469448.2,BG,BG,0
bg_30474,0,254796.7,2664374.8,BG,BG,0
bg_30475,0,195460.8,2489573.9,BG,BG,0
bg_30476,0,291308.3,2593823.2,BG,BG,0
bg_30477,0,211850.0,2715076.7,BG,BG,0
bg_30478,0,328119.4,2599463.9,BG,BG,0
bg_30479,0,225235.4,2541180.9,BG,BG,0
bg_30480,0,312770.0,2430215.6,BG,BG,0
bg_30481,0,337139.6,2681892.1,BG,BG,0
bg_30482,0,248230.7,2553716.2,BG,BG,0
bg_30483,0,186944.6,2792463.9,BG,BG,0
bg_30484,0,336035.2,2579986.0,BG,BG,0
bg_30485,0,318483.5,2435414.3,BG,BG,0
bg_30486,0,246316.0,2722687.8,BG,BG,0
bg_30487,0,181945.4,2663568.1,BG,BG,0
bg_30488,0,267941.8,2780651.2,BG,BG,0
bg_30489,0,206039.1,2459956.5,BG,BG,0
bg_30490,0,289391.8,2748682.7,BG,BG,0
bg_30491,0,245338.6,2629379.2,BG,BG,0
bg_30492,0,253870.7,2579868.5,BG,BG,0
bg_30493,0,301673.3,2701065.1,BG,BG,0
bg_30494,0,289069.9,2767783.7,BG,BG,0
bg_30495,0,150110.4,2736758.8,BG,BG,0
bg_30496,0,342270.2,2705327.5,BG,BG,0
bg_30497,0,211371.1,2609280.4,BG,BG,0
bg_30498,0,206956.6,2608570.3,BG,BG,0
bg_30499,0,224686.5,2597094.0,BG,BG,0
bg_30500,0,241858.8,2483148.3,BG,BG,0
bg_30501,0,230091.3,2765496.7,BG,BG,0
bg_30502,0,266249.6,2551208.3,BG,BG,0
bg_30503,0,241105.5,2517167.7,BG,BG,0
bg_30504,0,205343.1,2780755.1,BG,BG,0
bg_30505,0,296172.7,2465753.7,BG,BG,0
bg_30506,0,335319.2,2563514.2,BG,BG,0
bg_30507,0,269498.9,2775566.5,BG,BG,0
bg_30508,0,208600.9,2757298.3,BG,BG,0
bg_30509,0,331128.1,2578208.9,BG,BG,0
bg_30510,0,182763.1,2752568.7,BG,BG,0
bg_30511,0,162146.5,2456631.1,BG,BG,0
bg_30512,0,179046.0,2551450.4,BG,BG,0
bg_30513,0,312927.7,2562021.8,BG,BG,0
bg_30514,0,324453.5,2702897.2,BG,BG,0
bg_30515,0,160323.5,2648571.4,BG,BG,0
bg_30516,0,334064.8,2613041.3,BG,BG,0
bg_30517,0,266324.6,2509710.4,BG,BG,0
bg_30518,0,351071.4,2688393.8,BG,BG,0
bg_30519,0,245377.7,2776800.8,BG,BG,0
bg_30520,0,284027.2,2433347.3,BG,BG,0
bg_30521,0,191475.0,2747479.3,BG,BG,0
bg_30522,0,204442.2,2638398.4,BG,BG,0
bg_30523,0,318328.3,2631557.2,BG,BG,0
bg_30524,0,176311.0,2737919.0,BG,BG,0
bg_30525,0,332837.6,2564493.4,BG,BG,0
bg_30526,0,175524.3,2571123.7,BG,BG,0
bg_30527,0,151269.5,2693657.4,BG,BG,0
bg_30528,0,265436.5,2647905.3,BG,BG,0
bg_30529,0,199218.2,2627392.3,BG,BG,0
bg_30530,0,154647.6,2673541.6,BG,BG,0
bg_30531,0,306913.1,2651465.5,BG,BG,0
bg_30532,0,349283.2,2544486.1,BG,BG,0
bg_30533,0,311058.6,2795682.5,BG,BG,0
bg_30534,0,216277.0,2459294.7,BG,BG,0
bg_30535,0,268254.4,2649923.6,BG,BG,0
bg_30536,0,232646.8,2443065.1,BG,BG,0
bg_30537,0,338718.1,2579535.1,BG,BG,0
bg_30538,0,308297.8,2481252.2,BG,BG,0
bg_30539,0,347513.8,2758583.5,BG,BG,0
bg_30540,0,165236.0,2669581.9,BG,BG,0
bg_30541,0,157997.4,2795668.5,BG,BG,0
bg_30542,0,271040.1,2604474.3,BG,BG,0
bg_30543,0,171189.2,2775865.1,BG,BG,0
bg_30544,0,277004.0,2512960.6,BG,BG,0
bg_30545,0,180156.9,2756827.3,BG,BG,0
bg_30546,0,243167.6,2798307.3,BG,BG,0
bg_30547,0,202942.0,2632037.8,BG,BG,0
bg_30548,0,262670.6,2538359.6,BG,BG,0
bg_30549,0,266643.4,2558134.2,BG,BG,0
bg_30550,0,192866.8,2717762.1,BG,BG,0
bg_30551,0,295296.8,2557765.0,BG,BG,0
bg_30552,0,323419.0,2542500.6,BG,BG,0
bg_30553,0,349378.1,2444351.9,BG,BG,0
bg_30554,0,210390.9,2703279.5,BG,BG,0
bg_30555,0,289318.4,2643973.7,BG,BG,0
bg_30556,0,176341.9,2623130.3,BG,BG,0
bg_30557,0,227920.4,2720152.5,BG,BG,0
bg_30558,0,243292.2,2420601.0,BG,BG,0
bg_30559,0,269809.0,2515815.6,BG,BG,0
bg_30560,0,171218.7,2730219.0,BG,BG,0
bg_30561,0,260735.3,2629546.9,BG,BG,0
bg_30562,0,177735.1,2629836.6,BG,BG,0
bg_30563,0,329331.2,2796800.0,BG,BG,0
bg_30564,0,249221.1,2553978.5,BG,BG,0
bg_30565,0,337394.6,2643286.6,BG,BG,0
bg_30566,0,351732.9,2627797.0,BG,BG,0
bg_30567,0,316240.9,2660876.3,BG,BG,0
bg_30568,0,288504.2,2439753.6,BG,BG,0
bg_30569,0,238707.4,2683584.7,BG,BG,0
bg_30570,0,220100.2,2599878.2,BG,BG,0
bg_30571,0,260946.4,2734114.6,BG,BG,0
bg_30572,0,169013.3,2540324.5,BG,BG,0
bg_30573,0,261955.6,2458107.5,BG,BG,0
bg_30574,0,311570.3,2737555.2,BG,BG,0
bg_30575,0,157477.0,2741843.3,BG,BG,0
bg_30576,0,191275.6,2481177.3,BG,BG,0
bg_30577,0,154392.7,2531075.8,BG,BG,0
bg_30578,0,185937.4,2579617.9,BG,BG,0
bg_30579,0,236492.3,2485353.9,BG,BG,0
bg_30580,0,346480.3,2511351.1,BG,BG,0
bg_30581,0,307609.6,2645038.2,BG,BG,0
bg_30582,0,211656.8,2451303.3,BG,BG,0
bg_30583,0,323811.4,2488997.0,BG,BG,0
bg_30584,0,251633.5,2673504.1,BG,BG,0
bg_30585,0,336597.8,2646751.6,BG,BG,0
bg_30586,0,190651.8,2705355.4,BG,BG,0
bg_30587,0,288805.9,2487123.7,BG,BG,0
bg_30588,0,213027.6,2646593.1,BG,BG,0
bg_30589,0,282214.2,2478394.6,BG,BG,0
bg_30590,0,327374.2,2632485.1,BG,BG,0
bg_30591,0,196644.2,2551665.1,BG,BG,0
bg_30592,0,276905.5,2481249.7,BG,BG,0
bg_30593,0,300167.2,2539858.0,BG,BG,0
bg_30594,0,308200.0,2452353.9,BG,BG,0
bg_30595,0,308298.8,2595841.3,BG,BG,0
bg_30596,0,267476.3,2665229.7,BG,BG,0
bg_30597,0,187274.9,2597927.5,BG,BG,0
bg_30598,0,189833.3,2508958.3,BG,BG,0
bg_30599,0,233910.0,2460688.6,BG,BG,0
bg_30600,0,194951.9,2543647.1,BG,BG,0
bg_30601,0,194477.7,2739941.6,BG,BG,0
bg_30602,0,177954.9,2438478.0,BG,BG,0
bg_30603,0,163832.2,2453693.2,BG,BG,0
bg_30604,0,279014.7,2757656.1,BG,BG,0
bg_30605,0,335403.0,2512884.2,BG,BG,0
bg_30606,0,153347.8,2500732.0,BG,BG,0
bg_30607,0,256309.3,2733424.4,BG,BG,0
bg_30608,0,263415.4,2443251.2,BG,BG,0
bg_30609,0,316598.7,2659269.1,BG,BG,0
bg_30610,0,183624.6,2471758.3,BG,BG,0
bg_30611,0,276360.2,2703625.0,BG,BG,0
bg_30612,0,303077.9,2720817.4,BG,BG,0
bg_30613,0,233893.1,2778804.9,BG,BG,0
bg_30614,0,341849.5,2456152.4,BG,BG,0
bg_30615,0,165641.5,2588314.4,BG,BG,0
bg_30616,0,279023.6,2546382.0,BG,BG,0
bg_30617,0,333398.3,2437899.2,BG,BG,0
bg_30618,0,220299.4,2439467.0,BG,BG,0
bg_30619,0,268995.0,2639117.5,BG,BG,0
bg_30620,0,163500.9,2658881.7,BG,BG,0
bg_30621,0,243224.0,2542192.3,BG,BG,0
bg_30622,0,155682.0,2725329.5,BG,BG,0
bg_30623,0,276811.0,2451658.4,BG,BG,0
bg_30624,0,290134.6,2738097.1,BG,BG,0
bg_30625,0,322149.5,2753504.5,BG,BG,0
bg_30626,0,154696.5,2686051.5,BG,BG,0
bg_30627,0,171670.1,2733986.7,BG,BG,0
bg_30628,0,296531.0,2550559.3,BG,BG,0
bg_30629,0,319510.5,2463142.2,BG,BG,0
bg_30630,0,183645.5,2611391.7,BG,BG,0
bg_30631,0,307027.5,2774485.3,BG,BG,0
bg_30632,0,162114.0,2618092.4,BG,BG,0
bg_30633,0,229846.4,2724792.4,BG,BG,0
bg_30634,0,189413.8,2440894.1,BG,BG,0
bg_30635,0,247973.7,2631932.0,BG,BG,0
bg_30636,0,238642.4,2643968.1,BG,BG,0
bg_30637,0,207418.4,2782679.2,BG,BG,0
bg_30638,0,249556.1,2759532.7,BG,BG,0
bg_30639,0,171709.0,2455433.8,BG,BG,0
bg_30640,0,205723.5,2462115.1,BG,BG,0
bg_30641,0,174697.8,2564946.4,BG,BG,0
bg_30642,0,258691.1,2721517.8,BG,BG,0
bg_30643,0,174419.9,2608030.8,BG,BG,0
bg_30644,0,301874.1,2444401.2,BG,BG,0
bg_30645,0,264336.3,2631105.8,BG,BG,0
bg_30646,0,310342.3,2532421.7,BG,BG,0
bg_30647,0,296004.0,2548938.2,BG,BG,0
bg_30648,0,270421.8,2730287.4,BG,BG,0
bg_30649,0,244449.2,2752838.8,BG,BG,0
bg_30650,0,344028.4,2703116.8,BG,BG,0
bg_30651,0,210837.5,2749578.5,BG,BG,0
bg_30652,0,274050.1,2654713.9,BG,BG,0
bg_30653,0,161304.4,2489615.6,BG,BG,0
bg_30654,0,196370.0,2493307.0,BG,BG,0
bg_30655,0,297861.3,2694006.8,BG,BG,0
bg_30656,0,246247.7,2425132.7,BG,BG,0
bg_30657,0,306256.2,2729226.2,BG,BG,0
bg_30658,0,321822.0,2759614.3,BG,BG,0
bg_30659,0,261232.2,2555299.2,BG,BG,0
bg_30660,0,235186.1,2769120.1,BG,BG,0
bg_30661,0,226182.3,2739658.9,BG,BG,0
bg_30662,0,320397.7,2794510.7,BG,BG,0
bg_30663,0,338990.2,2674398.4,BG,BG,0
bg_30664,0,256545.3,2545622.7,BG,BG,0
bg_30665,0,261631.5,2458135.6,BG,BG,0
bg_30666,0,224963.4,2591078.4,BG,BG,0
bg_30667,0,167142.5,2793063.3,BG,BG,0
bg_30668,0,239386.7,2591498.1,BG,BG,0
bg_30669,0,245416.1,2798857.3,BG,BG,0
bg_30670,0,237548.6,2470078.8,BG,BG,0
bg_30671,0,333989.1,2447100.8,BG,BG,0
bg_30672,0,321882.2,2689685.1,BG,BG,0
bg_30673,0,170889.5,2432814.8,BG,BG,0
bg_30674,0,184854.1,2709298.4,BG,BG,0
bg_30675,0,200477.2,2599652.6,BG,BG,0
bg_30676,0,336045.0,2698867.2,BG,BG,0
bg_30677,0,197272.9,2568399.6,BG,BG,0
bg_30678,0,179077.1,2610231.4,BG,BG,0
bg_30679,0,215019.8,2735233.6,BG,BG,0
bg_30680,0,244315.3,2428039.8,BG,BG,0
bg_30681,0,295672.8,2773802.5,BG,BG,0
bg_30682,0,281668.4,2633292.3,BG,BG,0
bg_30683,0,329771.6,2769272.2,BG,BG,0
bg_30684,0,236632.9,2420255.7,BG,BG,0
bg_30685,0,315941.9,2540694.7,BG,BG,0
bg_30686,0,202644.2,2597213.2,BG,BG,0
bg_30687,0,213564.5,2703655.5,BG,BG,0
bg_30688,0,210105.6,2619459.5,BG,BG,0
bg_30689,0,202220.8,2772049.5,BG,BG,0
bg_30690,0,197869.5,2644476.1,BG,BG,0
bg_30691,0,206703.0,2703211.7,BG,BG,0
bg_30692,0,183965.0,2571565.3,BG,BG,0
bg_30693,0,233640.7,2502335.7,BG,BG,0
bg_30694,0,330552.7,2456394.2,BG,BG,0
bg_30695,0,344829.6,2618476.0,BG,BG,0
bg_30696,0,294344.7,2506732.5,BG,BG,0
bg_30697,0,327795.8,2508622.0,BG,BG,0
bg_30698,0,206418.4,2686220.9,BG,BG,0
bg_30699,0,274372.0,2535615.1,BG,BG,0
bg_30700,0,166047.2,2768076.6,BG,BG,0
bg_30701,0,332157.6,2638055.0,BG,BG,0
bg_30702,0,320545.5,2654534.9,BG,BG,0
bg_30703,0,243354.5,2598975.8,BG,BG,0
bg_30704,0,286959.2,2453824.9,BG,BG,0
bg_30705,0,224641.1,2654631.1,BG,BG,0
bg_30706,0,344704.1,2665908.8,BG,BG,0
bg_30707,0,173710.4,2727629.6,BG,BG,0
bg_30708,0,154712.1,2450739.4,BG,BG,0
bg_30709,0,171090.0,2512150.4,BG,BG,0
bg_30710,0,345556.7,2766431.8,BG,BG,0
bg_30711,0,285983.9,2607174.9,BG,BG,0
bg_30712,0,239865.9,2724310.9,BG,BG,0
bg_30713,0,259273.1,2670206.6,BG,BG,0
bg_30714,0,308649.5,2673056.6,BG,BG,0
bg_30715,0,255944.2,2741979.5,BG,BG,0
bg_30716,0,183462.9,2744472.4,BG,BG,0
bg_30717,0,161803.5,2441855.2,BG,BG,0
bg_30718,0,307367.3,2781661.4,BG,BG,0
bg_30719,0,178436.3,2541429.0,BG,BG,0
bg_30720,0,210357.4,2729949.8,BG,BG,0
bg_30721,0,160465.4,2663666.3,BG,BG,0
bg_30722,0,322950.4,2778799.0,BG,BG,0
bg_30723,0,277945.9,2429861.4,BG,BG,0
bg_30724,0,351417.6,2523316.4,BG,BG,0
bg_30725,0,292367.3,2673328.1,BG,BG,0
bg_30726,0,150755.6,2755806.3,BG,BG,0
bg_30727,0,324823.8,2578185.3,BG,BG,0
bg_30728,0,264545.0,2775762.2,BG,BG,0
bg_30729,0,331426.2,2729503.8,BG,BG,0
bg_30730,0,299674.5,2698970.6,BG,BG,0
bg_30731,0,324053.6,2617936.5,BG,BG,0
bg_30732,0,301607.5,2592955.4,BG,BG,0
bg_30733,0,242933.3,2632305.5,BG,BG,0
bg_30734,0,155162.3,2670397.9,BG,BG,0
bg_30735,0,203143.9,2463716.1,BG,BG,0
bg_30736,0,155417.7,2799902.6,BG,BG,0
bg_30737,0,316066.4,2575918.1,BG,BG,0
bg_30738,0,287182.7,2780211.0,BG,BG,0
bg_30739,0,250155.1,2799527.0,BG,BG,0
bg_30740,0,188549.9,2609386.5,BG,BG,0
bg_30741,0,277887.6,2709268.0,BG,BG,0
bg_30742,0,156498.5,2741428.4,BG,BG,0
bg_30743,0,216386.2,2505249.6,BG,BG,0
bg_30744,0,319794.5,2708851.8,BG,BG,0
bg_30745,0,173410.5,2644553.5,BG,BG,0
bg_30746,0,216601.5,2742216.0,BG,BG,0
bg_30747,0,256425.4,2582460.6,BG,BG,0
bg_30748,0,240516.9,2518182.3,BG,BG,0
bg_30749,0,225288.1,2715091.3,BG,BG,0
bg_30750,0,159243.9,2497579.7,BG,BG,0
bg_30751,0,200186.3,2590925.1,BG,BG,0
bg_30752,0,334812.0,2713238.5,BG,BG,0
bg_30753,0,209338.0,2522862.8,BG,BG,0
bg_30754,0,248676.0,2744921.0,BG,BG,0
bg_30755,0,334408.9,2556102.3,BG,BG,0
bg_30756,0,194085.6,2599900.5,BG,BG,0
bg_30757,0,215341.3,2699956.5,BG,BG,0
bg_30758,0,333330.7,2424054.4,BG,BG,0
bg_30759,0,201843.6,2615669.6,BG,BG,0
bg_30760,0,330000.9,2476606.0,BG,BG,0
bg_30761,0,258659.0,2734079.3,BG,BG,0
bg_30762,0,166540.5,2433082.4,BG,BG,0
bg_30763,0,294930.3,2719718.9,BG,BG,0
bg_30764,0,171721.6,2541109.2,BG,BG,0
bg_30765,0,178942.7,2775852.3,BG,BG,0
bg_30766,0,185053.8,2603830.3,BG,BG,0
bg_30767,0,336380.1,2715545.3,BG,BG,0
bg_30768,0,288420.8,2637575.3,BG,BG,0
bg_30769,0,293875.8,2607108.3,BG,BG,0
bg_30770,0,287217.4,2459512.1,BG,BG,0
bg_30771,0,302796.7,2584643.0,BG,BG,0
bg_30772,0,271153.3,2795720.6,BG,BG,0
bg_30773,0,178418.8,2425971.3,BG,BG,0
bg_30774,0,155478.8,2742809.1,BG,BG,0
bg_30775,0,244180.9,2581049.4,BG,BG,0
bg_30776,0,339510.6,2615587.0,BG,BG,0
bg_30777,0,312147.4,2664472.2,BG,BG,0
bg_30778,0,267725.7,2643987.3,BG,BG,0
bg_30779,0,179898.0,2757738.0,BG,BG,0
bg_30780,0,192530.7,2660392.8,BG,BG,0
bg_30781,0,171894.6,2423035.6,BG,BG,0
bg_30782,0,336684.5,2660470.8,BG,BG,0
bg_30783,0,165841.7,2607523.5,BG,BG,0
bg_30784,0,189988.0,2798463.9,BG,BG,0
bg_30785,0,216653.8,2594249.9,BG,BG,0
bg_30786,0,333095.0,2442337.0,BG,BG,0
bg_30787,0,289117.3,2683130.1,BG,BG,0
bg_30788,0,232789.6,2693294.2,BG,BG,0
bg_30789,0,247757.5,2575611.5,BG,BG,0
bg_30790,0,252434.0,2612756.5,BG,BG,0
bg_30791,0,256216.4,2613828.4,BG,BG,0
bg_30792,0,311020.7,2511179.5,BG,BG,0
bg_30793,0,244006.9,2563523.7,BG,BG,0
bg_30794,0,154340.7,2445724.8,BG,BG,0
bg_30795,0,291902.2,2449401.1,BG,BG,0
bg_30796,0,342316.2,2549696.9,BG,BG,0
bg_30797,0,161175.2,2591283.2,BG,BG,0
bg_30798,0,259249.5,2638001.1,BG,BG,0
bg_30799,0,273104.3,2725058.8,BG,BG,0
bg_30800,0,246689.9,2623530.3,BG,BG,0
bg_30801,0,318871.5,2759051.7,BG,BG,0
bg_30802,0,203739.9,2442154.2,BG,BG,0
bg_30803,0,260471.4,2494944.1,BG,BG,0
bg_30804,0,338082.3,2523816.1,BG,BG,0
bg_30805,0,191839.5,2443342.4,BG,BG,0
bg_30806,0,329063.1,2618335.2,BG,BG,0
bg_30807,0,288934.8,2743318.0,BG,BG,0
bg_30808,0,269903.8,2784810.0,BG,BG,0
bg_30809,0,161406.2,2593549.0,BG,BG,0
bg_30810,0,171867.8,2539247.5,BG,BG,0
bg_30811,0,238215.6,2696550.6,BG,BG,0
bg_30812,0,199893.8,2606141.7,BG,BG,0
bg_30813,0,150201.9,2493976.1,BG,BG,0
bg_30814,0,299590.8,2446041.3,BG,BG,0
bg_30815,0,235669.2,2617527.9,BG,BG,0
bg_30816,0,182627.2,2423625.4,BG,BG,0
bg_30817,0,344252.4,2497471.8,BG,BG,0
bg_30818,0,298265.2,2569271.2,BG,BG,0
bg_30819,0,329375.1,2508667.4,BG,BG,0
bg_30820,0,150675.0,2466559.6,BG,BG,0
bg_30821,0,344769.8,2728728.7,BG,BG,0
bg_30822,0,268192.8,2619514.2,BG,BG,0
bg_30823,0,242723.3,2471830.5,BG,BG,0
bg_30824,0,202959.7,2769682.7,BG,BG,0
bg_30825,0,232311.1,2782210.7,BG,BG,0
bg_30826,0,307453.8,2503256.8,BG,BG,0
bg_30827,0,314803.6,2607886.4,BG,BG,0
bg_30828,0,280007.6,2564997.8,BG,BG,0
bg_30829,0,169524.8,2458706.8,BG,BG,0
bg_30830,0,294155.0,2622629.8,BG,BG,0
bg_30831,0,236402.4,2519206.2,BG,BG,0
bg_30832,0,189857.9,2768906.4,BG,BG,0
bg_30833,0,334622.8,2706689.9,BG,BG,0
bg_30834,0,171456.3,2778987.0,BG,BG,0
bg_30835,0,305953.5,2547529.7,BG,BG,0
bg_30836,0,186430.7,2593275.2,BG,BG,0
bg_30837,0,289751.8,2572933.3,BG,BG,0
bg_30838,0,202498.4,2580801.3,BG,BG,0
bg_30839,0,324963.7,2585780.8,BG,BG,0
bg_30840,0,323500.1,2559146.8,BG,BG,0
bg_30841,0,200537.2,2527715.5,BG,BG,0
bg_30842,0,278540.0,2735828.3,BG,BG,0
bg_30843,0,267015.1,2664923.9,BG,BG,0
bg_30844,0,193434.7,2588160.6,BG,BG,0
bg_30845,0,267786.2,2591469.6,BG,BG,0
bg_30846,0,235709.8,2557986.2,BG,BG,0
bg_30847,0,250135.7,2447997.0,BG,BG,0
bg_30848,0,316329.0,2687051.4,BG,BG,0
bg_30849,0,210478.2,2629865.6,BG,BG,0
bg_30850,0,321803.2,2584383.0,BG,BG,0
bg_30851,0,330129.1,2448413.5,BG,BG,0
bg_30852,0,221055.7,2735054.2,BG,BG,0
bg_30853,0,329836.2,2731087.5,BG,BG,0
bg_30854,0,177507.7,2677811.0,BG,BG,0
bg_30855,0,343479.8,2790995.3,BG,BG,0
bg_30856,0,290486.6,2656027.9,BG,BG,0
bg_30857,0,200006.0,2793200.7,BG,BG,0
bg_30858,0,256145.2,2511861.6,BG,BG,0
bg_30859,0,269359.0,2686480.6,BG,BG,0
bg_30860,0,159665.9,2719249.3,BG,BG,0
bg_30861,0,251342.9,2639168.2,BG,BG,0
bg_30862,0,237470.2,2695459.0,BG,BG,0
bg_30863,0,186099.2,2426214.9,BG,BG,0
bg_30864,0,313598.7,2452013.6,BG,BG,0
bg_30865,0,336088.1,2449165.8,BG,BG,0
bg_30866,0,341236.1,2430530.8,BG,BG,0
